"date";"instance_id";"segment_id";"interval";"uptime";"heavy";"car";"bike";"pedestrian";"heavy_lft";"heavy_rgt";"car_lft";"car_rgt";"bike_lft";"bike_rgt";"pedestrian_lft";"pedestrian_rgt";"direction";"timezone";"v85";"car_speed_hist_0to70plus";"car_speed_hist_0to120plus";"imputation";"period"
"2021-05-24 06:00:00";NA;9000002181;NA;NA;2,54315337648571;40,1466706358286;7,67072062595714;0,556605670928571;0;2,54315337648571;14,2050663346;25,9416043012286;3,08983691888571;4,58088370707143;0,1952489424;0,361356728528571;NA;NA;38,6428571428571;"2.04081632652857,8.08012093727143,31.9024954155,33.015948927,18.8832985768714,3.17727090837143,0.510204081628571,2.38984482682857";"0.680272108842857,1.36054421768571,2.38095238095714,5.69916855632857,13.5970539977571,18.3054414177429,18.9858545044143,14.0300944226,13.5396163885714,5.34368218831429,2.66706682672857,0.510204081628571,0.510204081628571,0,0,0.340136054428571,0.5291005291,0,0,0.340136054428571,0,0,0,0.340136054428571,0.840336134457143";TRUE;"public holidays"
"2021-05-24 07:00:00";NA;9000002181;NA;NA;4,95871226518571;55,5568794967714;10,9022226699429;0,184265752157143;0,367120487471429;4,59159177771429;25,9411611326429;29,6157183641286;5,04946875538571;5,85275391455714;0;0,184265752157143;NA;NA;41,0714285714286;"0.793650793657143,2.97194599402857,30.9335995074429,41.8824304350571,20.0978925809143,1.32221579591429,0.595720069414286,1.4025448236";"0.793650793657143,0,1.41025641027143,1.56168958377143,10.1422445692429,20.7913549382,24.6381151389714,17.2443152961,12.9247384383286,7.1731541426,0.946275946285714,0.375939849628571,0.595720069414286,0,0,0,0,0,0.375939849628571,0.375939849628571,0,0,0,0.274725274728571,0.375939849628571";TRUE;"public holidays"
"2021-05-24 08:00:00";NA;9000002181;NA;NA;3,1891125427625;80,4014132342625;11,92093565955;0,3310819839375;0;3,1891125427625;36,720378887775;43,6810343464875;4,3112578829625;7,6096777765875;0;0,3310819839375;NA;NA;35,6875;"7.825436875925,8.61634749195,34.9242072748375,36.8610897606875,7.9811007366,1.699803360525,0,2.0920144995125";"6.6014785426,1.2239583333375,2.36176519095,6.2545823009875,13.7809802014875,21.143227073325,20.605007634,16.2560821266375,5.5410770135,2.4400237230875,1.5186439402375,0.1811594202875,0,0,0,0.1179245283,0,0.1811594202875,0,0,0.3132370283,0.2049180327875,0.9615384615375,0,0.3132370283";TRUE;"public holidays"
"2021-05-24 09:00:00";NA;9000002181;NA;NA;5,6198349088;106,485218241229;15,5953929266286;1,10067434305714;0,199645075428571;5,42018983337143;48,2237649787714;58,2614532624571;5,34734451634286;10,2480484102857;0,555682809;0,544991534057143;NA;NA;39;"6.27700017652857,5.14642054314286,34.9257937190714,35.8518154792714,13.3359172934143,1.7003804649,0.340136054428571,2.42253626924286";"5.58586756891429,0.691132607642857,1.15792285365714,3.9884976895,13.7192943688143,21.2064993502571,20.1216912893,15.7301241899571,8.32521837834286,5.01069891511429,1.55157094108571,0.148809523814286,0.170068027214286,0.170068027214286,0.170068027214286,0.170068027214286,0,0.492610837442857,0,0.2828854314,0,0.170068027214286,0,0.304089026914286,0.832746891871429";TRUE;"public holidays"
"2021-05-24 10:00:00";NA;9000002181;NA;NA;1,816523307925;104,016233199687;9,615310041925;0;0,8334999842375;0,9830233236875;60,14862248585;43,8676107138375;5,4673263734875;4,1479836684375;0;0;NA;NA;39;"3.006876986775,3.9555927005625,28.526909703675,46.2477486915,14.4822857657625,0.5789076889875,0.56910569105,2.632572771675";"3.006876986775,0,0.3731343283625,3.5824583722,8.03316263765,20.493747066025,25.5096560380125,20.738092653475,11.165665968975,3.3166197968125,0.44869935565,0.1302083333375,0.31910569105,0.25,0.25,0.3717186218125,0.546875,0.5724367293875,0,0.1358695652125,0.4024390243875,0,0.186567164175,0,0.1666666666625";TRUE;"public holidays"
"2021-05-24 11:00:00";NA;9000002181;NA;NA;3,90713777024444;75,9936435766667;5,43252744833333;0,304218477077778;1,63265306122222;2,27448470902222;41,9623065646333;34,0313370120333;2,83607046902222;2,59645697931111;0,304218477077778;0;NA;NA;42,7777777777778;"7.14311860126667,2.09206170506667,21.6225075976111,42.1621461702889,19.0936144897444,3.44044242182222,2.00687813842222,2.43923087576667";"5.31139074711111,1.83172785415556,0.261259208622222,1.83080249643333,8.53325216404444,13.0892554335778,21.6602244387222,20.5019217315444,12.1551705281333,6.93844396162222,2.19602657911111,1.2444158427,1.2715782228,0.735299915633333,0.116959064322222,0.790359737722222,0,0,0,0.130718954244444,0,0.116959064322222,0.555555555555556,0.130718954244444,0.597959545322222";TRUE;"public holidays"
"2021-05-24 12:00:00";NA;9000002181;NA;NA;2,13632029227778;65,5971063709667;4,68846483193333;0,340149185611111;0,884836969766667;1,25148332251111;32,2238845922556;33,3732217787111;2,10465685963333;2,5838079723;0,201308505288889;0,138840680322222;NA;NA;41,1666666666667;"5.50092483076667,3.46718789204444,22.9482304359333,43.5776228635333,19.9576883684,3.20367215105556,0.246913580244444,1.097759878";"4.5811398372,0.919784993566667,0.446050225255556,3.02113766677778,7.00525296904445,15.9429774669111,25.2218755170444,18.3557473465,12.4318279880667,7.52586038034444,1.64478143141111,1.55889071964444,0,0.246913580244444,0,0,0,0.641138873433333,0,0,0,0,0,0.152207001522222,0.304414003044444";TRUE;"public holidays"
"2021-05-24 13:00:00";NA;9000002181;NA;NA;1,56634175365714;74,3020524925429;7,75819489177143;2,32165950262857;0;1,56634175365714;38,3876009167143;35,9144515758286;2,45693513348571;5,30125975828572;1,75553700238571;0,566122500242857;NA;NA;41,7142857142857;"6.43530259962857,4.62684011805714,32.0155393221429,38.4898832901857,10.0897738087429,5.2893191069,0.446212383257143,2.60712937107143";"5.57628873214286,0.859013867485714,1.23495371711429,3.39188640095714,8.04540312744286,23.9701361947143,21.7407848558429,16.7490984343429,6.90725469952857,3.18251910921429,1.81124244925714,3.47807665762857,0,0.446212383257143,0.449170088071429,0,1.09950200177143,0.204081632657143,0,0,0.204081632657143,0.204081632657143,0,0,0.446212383257143";TRUE;"public holidays"
"2021-05-24 14:00:00";NA;9000002181;NA;NA;4,55479065705556;80,2190443831889;8,12011392288889;1,52246381094444;0,383253790733333;4,17153686632222;42,6109776162333;37,6080667669556;2,93494457292222;5,18516934996667;0,1404494382;1,38201437274444;NA;NA;37,7222222222222;"8.50631150438889,4.56722444084444,35.1830280049,36.9496456836444,11.0673036119,1.62579807391111,0.460588793922222,1.64009988646667";"6.3354778832,2.17083362117778,1.15055856357778,3.41666587725556,13.7168517543222,21.4661762506,22.8984324174778,14.0512132662111,7.15055758988889,3.916746022,0.525024253833333,1.10077382007778,0.460588793922222,0,0,0.213675213677778,0.5028729159,0,0.4152637486,0,0.126262626266667,0,0,0,0.382025382033333";TRUE;"public holidays"
"2021-05-24 15:00:00";-1;9000002181;"hourly";0,5930555556;5,19258763729091;89,9405788357909;7,8735241057;0,978143342672727;0;5,19258763729091;48,8622952324182;41,0782836033727;4,5657289122;3,3077951935;0,4912330714;0,486910271272727;1;"Europe/Paris";36,7272727272727;"4.93397655507273,6.8744158154,41.8936783200364,32.2603528687545,7.90576603830909,2.4355642853,1.02214284058182,2.67410327653636";"4.23802891236364,0.695947642709091,1.38917208975455,5.48524372564545,16.7980369524636,25.0956413675818,22.2107652461909,10.0495876225727,5.48744172637273,2.41832431195455,2.4355642853,0,0.918837055463636,0.103305785127273,0.154083204927273,0.284780785018182,0.282124178036364,0.128040973109091,0.257911102981818,0.2839533348,0.128040973109091,0,0,0.545684147481818,0.609484577045455";FALSE;"public holidays"
